"filename", "language", "XML", "Lua", "Batch", "comment", "blank", "total"
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\backpack_zealot_a_var_01.lua", "Lua", 0, 26, 0, 0, 3, 29
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\backpack_zealot_b_var_01.lua", "Lua", 0, 26, 0, 0, 3, 29
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\cadian_c_backpack_set_02.lua", "Lua", 0, 12, 0, 0, 2, 14
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\cadian_c_backpack_set_05.lua", "Lua", 0, 12, 0, 0, 2, 14
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\cadian_d_backpack_set_05.lua", "Lua", 0, 12, 0, 0, 2, 14
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\cadian_d_backpack_set_06.lua", "Lua", 0, 12, 0, 0, 2, 14
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\ogryn_backpack_01_var_01.lua", "Lua", 0, 12, 0, 0, 2, 14
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\ogryn_backpack_01_var_02.lua", "Lua", 0, 12, 0, 0, 2, 14
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\ogryn_backpack_02_var_02.lua", "Lua", 0, 12, 0, 0, 2, 14
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\ogryn_backpack_02_var_03.lua", "Lua", 0, 12, 0, 0, 2, 14
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\ogryn_backpack_03_var_01.lua", "Lua", 0, 12, 0, 0, 2, 14
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\ogryn_backpack_04_var_01.lua", "Lua", 0, 12, 0, 0, 2, 14
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\ogryn_backpack_06_var_01.lua", "Lua", 0, 12, 0, 0, 2, 14
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\ogryn_backpack_07_var_01.lua", "Lua", 0, 12, 0, 0, 2, 14
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\ogryn_backpack_08_var_02.lua", "Lua", 0, 12, 0, 0, 2, 14
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\ogryn_backpack_09_var_01.lua", "Lua", 0, 12, 0, 0, 2, 14
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\ogryn_backpack_11_var_01.lua", "Lua", 0, 12, 0, 0, 2, 14
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\ogryn_backpack_11_var_02.lua", "Lua", 0, 12, 0, 0, 2, 14
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\ogryn_backpack_12_var_01.lua", "Lua", 0, 12, 0, 0, 2, 14
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\backpacks\skull_edition_backpack_cadian_c.lua", "Lua", 0, 12, 0, 0, 2, 14
